Player,Squad,Pos,Min,90s,Gls,xG,Ast,xAG,SoT,KP,Attacking_Efficiency,Defensive_Efficiency,Goals_p90,xG_p90,Assists_p90,xAG_p90,SoT_p90,KeyPasses_p90,Goals_Added
Cooper Sanchez,Atlanta United FC,CM,213,2.37,0,0.0,0,0.0287,0,1,2.08,25.84,0.0,0.0,0.0,0.012,0.0,0.423,-0.164
Keisuke Kurokawa,D.C. United,FB,297,3.3,0,0.0263,0,0.0,0,0,2.07,30.66,0.0,0.008,0.0,0.0,0.0,0.0,-0.013
Sal Olivas,Philadelphia Union,ST,19,0.21,0,0.0,0,0.0,0,0,2.07,15.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.006
Dominik Marczuk,Real Salt Lake,FB,79,0.88,0,0.011300000000000001,0,0.0,0,0,2.07,22.7,0.0,0.013,0.0,0.0,0.0,0.0,-0.016
Jordan Morris,Seattle Sounders FC,W,8,0.09,0,0.0,0,0.0,0,0,2.07,37.86,0.0,0.0,0.0,0.0,0.0,0.0,-0.006
Oleksandr Svatok,Austin FC,CB,304,3.38,0,0.22160000000000002,0,0.1973,1,2,2.07,14.94,0.0,0.066,0.0,0.058,0.296,0.592,-0.436
Rayan Elloumi,Vancouver Whitecaps FC,ST,13,0.14,0,0.0,0,0.0,0,0,2.05,37.67,0.0,0.0,0.0,0.0,0.0,0.0,-0.012
Owen Gene,Minnesota United FC,CM,21,0.23,0,0.0,0,0.0,0,0,2.05,34.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.011
Aron John,Charlotte FC,DM,3,0.03,0,0.0,0,0.0,0,0,2.05,37.66,0.0,0.0,0.0,0.0,0.0,0.0,-0.012
Alexander Aravena,Portland Timbers FC,AM,65,0.72,0,0.0609,0,0.0,0,0,2.04,29.12,0.0,0.084,0.0,0.0,0.0,0.0,-0.083
Jared Stroud,D.C. United,W,46,0.51,0,0.0143,0,0.0,0,0,2.04,26.19,0.0,0.028,0.0,0.0,0.0,0.0,-0.036
Zach Booth,Real Salt Lake,W,156,1.73,0,0.0,0,0.0,0,0,2.02,26.43,0.0,0.0,0.0,0.0,0.0,0.0,-0.018
Bryce Duke,San Diego FC,AM,17,0.19,0,0.0,0,0.0,0,0,2.02,22.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.017
Rubén Ramos Jr.,LA Galaxy,W,12,0.13,0,0.0,0,0.0,0,0,2.02,26.56,0.0,0.0,0.0,0.0,0.0,0.0,-0.018
Tahir Reid-Brown,Orlando City SC,CB,163,1.81,0,0.0,0,0.0,0,0,2.02,31.71,0.0,0.0,0.0,0.0,0.0,0.0,-0.017
Geiner Martínez,Philadelphia Union,CB,59,0.66,0,0.0,0,0.0,0,0,2.02,28.49,0.0,0.0,0.0,0.0,0.0,0.0,-0.018
Finn Sundstrom,Philadelphia Union,FB,48,0.53,0,0.0,0,0.0,0,0,2.02,15.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.017
Christopher Cupps,Chicago Fire FC,CB,21,0.23,0,0.0,0,0.0,0,0,2.02,34.42,0.0,0.0,0.0,0.0,0.0,0.0,-0.017
Reed Baker-Whiting,Nashville SC,FB,19,0.21,0,0.0,0,0.0,0,0,2.01,21.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.019
Ethan Kohler,New England Revolution,FB,103,1.14,0,0.06,0,0.0,0,0,2.01,33.33,0.0,0.052,0.0,0.0,0.0,0.0,-0.063
Andrew Privett,Charlotte FC,CB,150,1.67,0,0.0,0,0.0,0,0,2.0,30.03,0.0,0.0,0.0,0.0,0.0,0.0,-0.023
Aníbal Godoy,San Diego FC,CM,141,1.57,0,0.0,0,0.0,0,0,1.99,33.79,0.0,0.0,0.0,0.0,0.0,0.0,-0.023
CJ Fodrey,Austin FC,FB,47,0.52,0,0.0,0,0.0,0,0,1.99,11.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.024
Sam Rogers,Chicago Fire FC,CB,79,0.88,0,0.0,0,0.0,0,0,1.98,35.79,0.0,0.0,0.0,0.0,0.0,0.0,-0.025
Jakob Glesnes,LA Galaxy,CB,308,3.42,0,0.0,0,0.0,0,0,1.97,33.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.028
Keegan Hughes,New England Revolution,CB,90,1.0,0,0.0,0,0.0,0,0,1.97,30.59,0.0,0.0,0.0,0.0,0.0,0.0,-0.028
Mathieu Choinière,Los Angeles FC,W,51,0.57,0,0.0,0,0.0,0,0,1.96,34.81,0.0,0.0,0.0,0.0,0.0,0.0,-0.031
Malcolm Fry,New England Revolution,W,40,0.44,0,0.0,0,0.0,0,0,1.95,27.84,0.0,0.0,0.0,0.0,0.0,0.0,-0.032
Aleksandr Guboglo,CF Montréal,FB,65,0.72,0,0.0,0,0.0,0,0,1.95,19.94,0.0,0.0,0.0,0.0,0.0,0.0,-0.034
Joseph Rosales,Austin FC,W,257,2.86,0,0.0466,0,0.0,0,0,1.95,26.58,0.0,0.016,0.0,0.0,0.0,0.0,-0.047
Archie Goodwin,Charlotte FC,ST,16,0.18,0,0.0,0,0.0,0,0,1.94,36.77,0.0,0.0,0.0,0.0,0.0,0.0,-0.035
Jesús Barea,Real Salt Lake,ST,29,0.32,0,0.0,0,0.0,0,0,1.94,24.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.034
J.C. Ngando,Vancouver Whitecaps FC,AM,25,0.28,0,0.0,0,0.0,0,0,1.92,27.82,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
Jonathan Dean,Chicago Fire FC,FB,58,0.64,0,0.0,0,0.0,0,0,1.92,35.06,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
Victor Loturi,CF Montréal,DM,296,3.29,0,0.0,0,0.0,0,0,1.92,28.09,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
Puso Dithejane,Chicago Fire FC,CM,9,0.1,0,0.0,0,0.0,0,0,1.91,36.54,0.0,0.0,0.0,0.0,0.0,0.0,-0.041
Matthew Arana,Houston Dynamo FC,CM,9,0.1,0,0.0,0,0.0,0,0,1.91,36.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.042
Justin Haak,LA Galaxy,DM,121,1.34,0,0.0,0,0.0,0,0,1.88,25.69,0.0,0.0,0.0,0.0,0.0,0.0,-0.049
Jackson Yueill,New England Revolution,CM,31,0.34,0,0.0,0,0.0,0,0,1.88,21.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.048
Efrain Morales,CF Montréal,CB,307,3.41,0,0.0,0,0.0,0,0,1.85,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055
Tim Ream,Charlotte FC,CB,308,3.42,0,0.0454,0,0.0,0,0,1.85,33.76,0.0,0.013,0.0,0.0,0.0,0.0,-0.066
Luca Langoni,New England Revolution,W,100,1.11,0,0.0,0,0.0,0,0,1.84,19.83,0.0,0.0,0.0,0.0,0.0,0.0,-0.058
Maxwell Woledzi,Nashville SC,CB,307,3.41,0,0.0,0,0.0,0,0,1.78,33.47,0.0,0.0,0.0,0.0,0.0,0.0,-0.071
Jayden Da,New England Revolution,ST,13,0.14,0,0.0,0,0.0,0,0,1.77,6.88,0.0,0.0,0.0,0.0,0.0,0.0,-0.072
Ricky Louis,FC Dallas,AM,25,0.28,0,0.0,0,0.0,0,0,1.76,27.66,0.0,0.0,0.0,0.0,0.0,0.0,-0.075
Eduard Atuesta,Orlando City SC,DM,52,0.58,0,0.0,0,0.0,0,0,1.57,23.64,0.0,0.0,0.0,0.0,0.0,0.0,-0.116
Samuel Piette,CF Montréal,DM,64,0.71,0,0.0,0,0.0,0,0,1.5,28.72,0.0,0.0,0.0,0.0,0.0,0.0,-0.132
Ian Fray,Inter Miami CF,FB,53,0.59,0,0.0,0,0.0,0,0,1.45,22.62,0.0,0.0,0.0,0.0,0.0,0.0,-0.143
Luca Bombino,San Diego FC,FB,237,2.63,0,0.0,0,0.0,0,0,1.37,26.63,0.0,0.0,0.0,0.0,0.0,0.0,-0.159
Matt Polster,New England Revolution,DM,156,1.73,0,0.0,0,0.0,0,0,1.32,25.74,0.0,0.0,0.0,0.0,0.0,0.0,-0.172
Alex Muyl,Nashville SC,W,164,1.82,0,0.0286,0,0.0,0,0,1.29,21.05,0.0,0.016,0.0,0.0,0.0,0.0,-0.191
Walker Zimmerman,Toronto FC,CB,282,3.13,0,0.12240000000000001,0,0.0,0,0,1.27,23.54,0.0,0.039,0.0,0.0,0.0,0.0,-0.214
Kobe Franklin,Toronto FC,FB,131,1.46,0,0.0175,0,0.0,0,0,1.26,25.18,0.0,0.012,0.0,0.0,0.0,0.0,-0.193
Djé D'Avilla,Chicago Fire FC,CM,146,1.62,0,0.0,0,0.0,0,0,1.24,27.57,0.0,0.0,0.0,0.0,0.0,0.0,-0.189
Hassani Dotson,Seattle Sounders FC,DM,245,2.72,0,0.0,0,0.0,0,0,0.9,22.24,0.0,0.0,0.0,0.0,0.0,0.0,-0.263
Emiro Garcés,LA Galaxy,CB,71,0.79,0,0.0,0,0.0,0,0,0.87,18.98,0.0,0.0,0.0,0.0,0.0,0.0,-0.269
Luis Otávio,Orlando City SC,DM,57,0.63,0,0.0,0,0.0,0,0,0.84,19.49,0.0,0.0,0.0,0.0,0.0,0.0,-0.275
Brandon Servania,D.C. United,CM,254,2.82,0,0.0,0,0.0,0,0,0.64,16.14,0.0,0.0,0.0,0.0,0.0,0.0,-0.321
Tomás Jacob,Atlanta United FC,FB,282,3.13,0,0.0,0,0.1265,0,1,0.64,12.05,0.0,0.0,0.0,0.04,0.0,0.319,-0.455
Jack Elliott,Chicago Fire FC,CB,206,2.29,0,0.0,0,0.042800000000000005,0,1,0.57,12.29,0.0,0.0,0.0,0.019,0.0,0.437,-0.503
Agustín Resch,Houston Dynamo FC,CB,52,0.58,0,0.0,0,0.0,0,0,0.49,14.58,0.0,0.0,0.0,0.0,0.0,0.0,-0.352
Talles Magno,New York City FC,AM,52,0.58,0,0.0,0,0.0,0,0,0.37,18.22,0.0,0.0,0.0,0.0,0.0,0.0,-0.38
Ian James,Sporting Kansas City,CB,191,2.12,0,0.0944,0,0.0,0,0,0.0,14.94,0.0,0.044,0.0,0.0,0.0,0.0,-0.497
